dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
2012-03-18,1,1,3,19,0,0,0,1,0.56,0.5303,0.64,0.1642,352
2012-03-18,1,1,3,20,0,0,0,1,0.52,0.5,0.77,0.1343,198
2012-03-18,1,1,3,21,0,0,0,1,0.52,0.5,0.72,0.0896,173
2012-03-18,1,1,3,22,0,0,0,1,0.5,0.4848,0.77,0.1045,100
2012-03-18,1,1,3,23,0,0,0,1,0.48,0.4697,0.82,0.1642,46
2012-03-19,1,1,3,0,0,1,1,1,0.48,0.4697,0.82,0.1045,23
2012-03-19,1,1,3,1,0,1,1,1,0.46,0.4545,0.88,0.1045,15
2012-03-19,1,1,3,2,0,1,1,1,0.46,0.4545,0.88,0.1642,8
2012-03-19,1,1,3,3,0,1,1,1,0.46,0.4545,0.88,0.0896,2
2012-03-19,1,1,3,4,0,1,1,1,0.44,0.4394,0.94,0.0,3
2012-03-19,1,1,3,5,0,1,1,1,0.44,0.4394,0.94,0.0,31
2012-03-19,1,1,3,6,0,1,1,1,0.46,0.4545,0.88,0.1343,120
2012-03-19,1,1,3,7,0,1,1,1,0.46,0.4545,0.88,0.194,354
2012-03-19,1,1,3,8,0,1,1,1,0.46,0.4545,0.88,0.1045,579
2012-03-19,1,1,3,9,0,1,1,1,0.5,0.4848,0.72,0.1642,331
2012-03-19,1,1,3,10,0,1,1,1,0.52,0.5,0.72,0.1343,184
2012-03-19,1,1,3,11,0,1,1,1,0.56,0.5303,0.68,0.1642,201
2012-03-19,1,1,3,12,0,1,1,1,0.6,0.6061,0.64,0.2537,282
2012-03-19,1,1,3,13,0,1,1,1,0.62,0.6061,0.61,0.2537,263
2012-03-19,1,1,3,14,0,1,1,2,0.64,0.6212,0.57,0.194,260
2012-03-19,1,1,3,15,0,1,1,1,0.64,0.6212,0.57,0.2239,286
2012-03-19,1,1,3,16,0,1,1,1,0.66,0.6212,0.5,0.2239,385
2012-03-19,1,1,3,17,0,1,1,1,0.64,0.6212,0.53,0.2239,721
2012-03-19,1,1,3,18,0,1,1,1,0.64,0.6212,0.57,0.2537,801
2012-03-19,1,1,3,19,0,1,1,1,0.62,0.6061,0.61,0.2239,549
2012-03-19,1,1,3,20,0,1,1,1,0.6,0.6061,0.64,0.2239,330
2012-03-19,1,1,3,21,0,1,1,1,0.6,0.6061,0.64,0.1642,223
2012-03-19,1,1,3,22,0,1,1,2,0.56,0.5303,0.73,0.1642,148
2012-03-19,1,1,3,23,0,1,1,2,0.56,0.5303,0.78,0.1343,54
2012-03-20,1,1,3,0,0,2,1,2,0.56,0.5303,0.78,0.0896,29
2012-03-20,1,1,3,1,0,2,1,1,0.54,0.5152,0.88,0.0,15
2012-03-20,1,1,3,2,0,2,1,1,0.54,0.5152,0.88,0.0896,10
2012-03-20,1,1,3,3,0,2,1,2,0.54,0.5152,0.88,0.0,3
2012-03-20,1,1,3,4,0,2,1,2,0.52,0.5,0.88,0.1343,6
2012-03-20,1,1,3,5,0,2,1,2,0.52,0.5,0.94,0.0,20
2012-03-20,1,1,3,6,0,2,1,2,0.52,0.5,0.94,0.1642,100
2012-03-20,1,1,3,7,0,2,1,3,0.52,0.5,0.94,0.2239,170
2012-03-20,1,1,3,8,0,2,1,2,0.52,0.5,0.88,0.1045,516
2012-03-20,1,1,3,9,0,2,1,2,0.54,0.5152,0.88,0.1642,325
2012-03-20,1,1,3,10,0,2,1,1,0.54,0.5152,0.88,0.194,163
2012-03-20,1,1,3,11,0,2,1,1,0.58,0.5455,0.83,0.1343,230
2012-03-20,1,1,3,12,0,2,1,1,0.6,0.5758,0.78,0.2537,261
2012-03-20,1,1,3,13,0,2,1,1,0.6,0.5758,0.78,0.194,284
2012-03-20,1,1,3,14,0,2,1,2,0.6,0.5909,0.73,0.1642,248
2012-03-20,1,1,3,15,0,2,1,2,0.62,0.6061,0.69,0.1045,244
2012-03-20,1,1,3,16,0,2,1,1,0.62,0.6061,0.66,0.2239,431
2012-03-20,1,1,3,17,0,2,1,1,0.6,0.5909,0.73,0.194,750
2012-03-20,1,1,3,18,0,2,1,1,0.6,0.5909,0.69,0.2537,801
2012-03-20,1,1,3,19,0,2,1,1,0.58,0.5455,0.73,0.1343,555
2012-03-20,1,1,3,20,0,2,1,1,0.58,0.5455,0.68,0.0896,377
2012-03-20,1,1,3,21,0,2,1,1,0.56,0.5303,0.73,0.0,277
2012-03-20,1,1,3,22,0,2,1,1,0.54,0.5152,0.77,0.0,188
2012-03-20,1,1,3,23,0,2,1,1,0.52,0.5,0.83,0.0,90
2012-03-21,2,1,3,0,0,3,1,1,0.52,0.5,0.88,0.0,33
2012-03-21,2,1,3,1,0,3,1,1,0.52,0.5,0.83,0.0896,26
2012-03-21,2,1,3,2,0,3,1,1,0.5,0.4848,0.88,0.1343,10
2012-03-21,2,1,3,3,0,3,1,2,0.5,0.4848,0.88,0.194,8
2012-03-21,2,1,3,4,0,3,1,2,0.5,0.4848,0.88,0.1343,4
2012-03-21,2,1,3,5,0,3,1,2,0.5,0.4848,0.88,0.1343,39
2012-03-21,2,1,3,6,0,3,1,2,0.48,0.4697,0.94,0.2239,149
2012-03-21,2,1,3,7,0,3,1,3,0.48,0.4697,0.94,0.194,372
2012-03-21,2,1,3,8,0,3,1,3,0.48,0.4697,0.94,0.1045,535
2012-03-21,2,1,3,9,0,3,1,2,0.5,0.4848,0.88,0.1642,293
2012-03-21,2,1,3,10,0,3,1,2,0.52,0.5,0.83,0.1642,154
2012-03-21,2,1,3,11,0,3,1,2,0.52,0.5,0.83,0.1642,192
2012-03-21,2,1,3,12,0,3,1,2,0.54,0.5152,0.77,0.0,229
2012-03-21,2,1,3,13,0,3,1,2,0.54,0.5152,0.83,0.0,303
2012-03-21,2,1,3,14,0,3,1,2,0.56,0.5303,0.78,0.0,225
2012-03-21,2,1,3,15,0,3,1,2,0.56,0.5303,0.78,0.0,243
2012-03-21,2,1,3,16,0,3,1,1,0.58,0.5455,0.73,0.0,378
2012-03-21,2,1,3,17,0,3,1,1,0.6,0.5909,0.69,0.0896,729
2012-03-21,2,1,3,18,0,3,1,1,0.6,0.5909,0.69,0.0,779
2012-03-21,2,1,3,19,0,3,1,1,0.6,0.6061,0.64,0.0,582
2012-03-21,2,1,3,20,0,3,1,1,0.56,0.5303,0.78,0.0896,374
2012-03-21,2,1,3,21,0,3,1,1,0.54,0.5152,0.83,0.1045,251
2012-03-21,2,1,3,22,0,3,1,1,0.52,0.5,0.83,0.1642,197
2012-03-21,2,1,3,23,0,3,1,1,0.54,0.5152,0.77,0.0,125
2012-03-22,2,1,3,0,0,4,1,1,0.52,0.5,0.83,0.0896,41
2012-03-22,2,1,3,1,0,4,1,1,0.52,0.5,0.83,0.0896,30
2012-03-22,2,1,3,2,0,4,1,1,0.52,0.5,0.83,0.0896,6
2012-03-22,2,1,3,3,0,4,1,1,0.52,0.5,0.83,0.0896,7
2012-03-22,2,1,3,4,0,4,1,2,0.48,0.4697,1.0,0.0896,6
2012-03-22,2,1,3,5,0,4,1,2,0.48,0.4697,1.0,0.0896,34
2012-03-22,2,1,3,6,0,4,1,2,0.48,0.4697,1.0,0.0896,136
2012-03-22,2,1,3,7,0,4,1,2,0.48,0.4697,1.0,0.0896,361
2012-03-22,2,1,3,8,0,4,1,2,0.5,0.4848,0.94,0.0896,649
2012-03-22,2,1,3,9,0,4,1,2,0.5,0.4848,0.94,0.0896,318
2012-03-22,2,1,3,10,0,4,1,2,0.5,0.4848,1.0,0.0896,142
2012-03-22,2,1,3,11,0,4,1,2,0.52,0.5,0.94,0.0,219
2012-03-22,2,1,3,12,0,4,1,2,0.54,0.5152,0.88,0.194,272
2012-03-22,2,1,3,13,0,4,1,1,0.58,0.5455,0.78,0.0896,298
2012-03-22,2,1,3,14,0,4,1,1,0.6,0.5909,0.73,0.1045,257
2012-03-22,2,1,3,15,0,4,1,1,0.62,0.6061,0.69,0.194,304
2012-03-22,2,1,3,16,0,4,1,1,0.64,0.6061,0.65,0.194,425
2012-03-22,2,1,3,17,0,4,1,1,0.66,0.6212,0.65,0.1642,810
2012-03-22,2,1,3,18,0,4,1,1,0.66,0.6212,0.65,0.1642,801
2012-03-22,2,1,3,19,0,4,1,1,0.66,0.6212,0.61,0.0,586
2012-03-22,2,1,3,20,0,4,1,1,0.62,0.5909,0.73,0.2836,424
2012-03-22,2,1,3,21,0,4,1,1,0.58,0.5455,0.78,0.1642,374
2012-03-22,2,1,3,22,0,4,1,1,0.56,0.5303,0.83,0.194,220
2012-03-22,2,1,3,23,0,4,1,1,0.56,0.5303,0.83,0.0896,151
2012-03-23,2,1,3,0,0,5,1,1,0.56,0.5303,0.83,0.0,95
2012-03-23,2,1,3,1,0,5,1,1,0.54,0.5152,0.88,0.0,50
2012-03-23,2,1,3,2,0,5,1,1,0.54,0.5152,0.88,0.0896,32
2012-03-23,2,1,3,3,0,5,1,1,0.52,0.5,0.88,0.1045,10
2012-03-23,2,1,3,4,0,5,1,2,0.5,0.4848,0.94,0.1045,3
2012-03-23,2,1,3,5,0,5,1,2,0.5,0.4848,0.94,0.0,34
2012-03-23,2,1,3,6,0,5,1,2,0.5,0.4848,0.88,0.0,116
2012-03-23,2,1,3,7,0,5,1,2,0.5,0.4848,0.93,0.1343,346
2012-03-23,2,1,3,8,0,5,1,2,0.5,0.4848,0.94,0.1343,662
2012-03-23,2,1,3,9,0,5,1,2,0.52,0.5,0.9,0.0896,380
2012-03-23,2,1,3,10,0,5,1,2,0.56,0.5303,0.88,0.1045,275
2012-03-23,2,1,3,11,0,5,1,2,0.62,0.5909,0.73,0.1045,318
2012-03-23,2,1,3,12,0,5,1,2,0.66,0.6212,0.61,0.2239,471
2012-03-23,2,1,3,13,0,5,1,2,0.7,0.6515,0.48,0.0,428
2012-03-23,2,1,3,14,0,5,1,2,0.72,0.6515,0.42,0.1045,432
2012-03-23,2,1,3,15,0,5,1,2,0.72,0.6515,0.42,0.1343,472
2012-03-23,2,1,3,16,0,5,1,2,0.72,0.6515,0.42,0.1642,589
2012-03-23,2,1,3,17,0,5,1,2,0.72,0.6515,0.42,0.1642,957
2012-03-23,2,1,3,18,0,5,1,1,0.7,0.6364,0.45,0.1642,830
2012-03-23,2,1,3,19,0,5,1,1,0.66,0.6212,0.5,0.194,686
2012-03-23,2,1,3,20,0,5,1,1,0.66,0.6212,0.47,0.1343,445
2012-03-23,2,1,3,21,0,5,1,1,0.62,0.6212,0.53,0.1045,284
2012-03-23,2,1,3,22,0,5,1,1,0.6,0.6061,0.64,0.2836,271
2012-03-23,2,1,3,23,0,5,1,1,0.6,0.5909,0.69,0.2537,176
2012-03-24,2,1,3,0,0,6,0,1,0.58,0.5455,0.68,0.0,156
2012-03-24,2,1,3,1,0,6,0,1,0.56,0.5303,0.73,0.0896,128
2012-03-24,2,1,3,2,0,6,0,1,0.54,0.5152,0.77,0.1045,69
2012-03-24,2,1,3,3,0,6,0,1,0.54,0.5152,0.77,0.1045,32
2012-03-24,2,1,3,4,0,6,0,1,0.52,0.5,0.83,0.0896,7
2012-03-24,2,1,3,5,0,6,0,2,0.52,0.5,0.83,0.1642,4
2012-03-24,2,1,3,6,0,6,0,2,0.52,0.5,0.83,0.1642,28
2012-03-24,2,1,3,7,0,6,0,2,0.5,0.4848,0.88,0.1343,70
2012-03-24,2,1,3,8,0,6,0,2,0.5,0.4848,0.94,0.194,154
2012-03-24,2,1,3,9,0,6,0,2,0.52,0.5,0.83,0.1343,249
2012-03-24,2,1,3,10,0,6,0,2,0.52,0.5,0.88,0.194,345
2012-03-24,2,1,3,11,0,6,0,2,0.5,0.4848,0.94,0.194,273
2012-03-24,2,1,3,12,0,6,0,3,0.52,0.5,0.94,0.2239,183
2012-03-24,2,1,3,13,0,6,0,3,0.52,0.5,0.94,0.2537,196
2012-03-24,2,1,3,14,0,6,0,3,0.52,0.5,0.88,0.3582,223
2012-03-24,2,1,3,15,0,6,0,3,0.5,0.4848,0.94,0.4179,290
2012-03-24,2,1,3,16,0,6,0,3,0.5,0.4848,0.94,0.2985,177
2012-03-24,2,1,3,17,0,6,0,3,0.5,0.4848,0.88,0.2239,115
2012-03-24,2,1,3,18,0,6,0,3,0.46,0.4545,0.94,0.2239,137
2012-03-24,2,1,3,19,0,6,0,3,0.46,0.4545,0.94,0.1343,133
2012-03-24,2,1,3,20,0,6,0,3,0.44,0.4394,1.0,0.194,111
2012-03-24,2,1,3,21,0,6,0,3,0.44,0.4394,1.0,0.194,104
2012-03-24,2,1,3,22,0,6,0,3,0.44,0.4394,1.0,0.2537,83
2012-03-24,2,1,3,23,0,6,0,2,0.44,0.4394,0.94,0.2836,105
2012-03-25,2,1,3,0,0,0,0,2,0.44,0.4394,0.94,0.2836,80
2012-03-25,2,1,3,1,0,0,0,2,0.42,0.4242,1.0,0.2537,89
2012-03-25,2,1,3,2,0,0,0,3,0.42,0.4242,1.0,0.2985,35
2012-03-25,2,1,3,3,0,0,0,3,0.42,0.4242,0.94,0.2985,18
2012-03-25,2,1,3,4,0,0,0,2,0.42,0.4242,0.94,0.3284,8
2012-03-25,2,1,3,5,0,0,0,2,0.4,0.4091,1.0,0.2537,6
2012-03-25,2,1,3,6,0,0,0,2,0.4,0.4091,1.0,0.2537,18
2012-03-25,2,1,3,7,0,0,0,2,0.4,0.4091,0.94,0.3284,39
2012-03-25,2,1,3,8,0,0,0,2,0.4,0.4091,0.94,0.3284,89
2012-03-25,2,1,3,9,0,0,0,2,0.4,0.4091,0.94,0.2537,118
2012-03-25,2,1,3,10,0,0,0,2,0.4,0.4091,0.87,0.3284,250
2012-03-25,2,1,3,11,0,0,0,2,0.4,0.4091,0.94,0.2537,323
2012-03-25,2,1,3,12,0,0,0,2,0.4,0.4091,0.94,0.2239,360
2012-03-25,2,1,3,13,0,0,0,2,0.42,0.4242,0.88,0.1642,367
2012-03-25,2,1,3,14,0,0,0,2,0.44,0.4394,0.88,0.1642,414
2012-03-25,2,1,3,15,0,0,0,2,0.44,0.4394,0.88,0.194,421
2012-03-25,2,1,3,16,0,0,0,1,0.48,0.4697,0.77,0.0,492
2012-03-25,2,1,3,17,0,0,0,1,0.5,0.4848,0.72,0.0896,419
2012-03-25,2,1,3,18,0,0,0,1,0.5,0.4848,0.72,0.0896,491
2012-03-25,2,1,3,19,0,0,0,1,0.5,0.4848,0.72,0.2537,375
2012-03-25,2,1,3,20,0,0,0,1,0.48,0.4697,0.77,0.2239,259
2012-03-25,2,1,3,21,0,0,0,1,0.48,0.4697,0.77,0.1642,149
2012-03-25,2,1,3,22,0,0,0,1,0.46,0.4545,0.82,0.1343,111
2012-03-25,2,1,3,23,0,0,0,1,0.48,0.4697,0.82,0.1343,65
2012-03-26,2,1,3,0,0,1,1,2,0.48,0.4697,0.82,0.1642,33
2012-03-26,2,1,3,1,0,1,1,1,0.48,0.4697,0.82,0.2537,28
2012-03-26,2,1,3,2,0,1,1,1,0.46,0.4545,0.88,0.2239,20
2012-03-26,2,1,3,3,0,1,1,1,0.46,0.4545,0.82,0.194,1
2012-03-26,2,1,3,4,0,1,1,1,0.44,0.4394,0.82,0.1642,4
2012-03-26,2,1,3,5,0,1,1,1,0.44,0.4394,0.77,0.1642,36
2012-03-26,2,1,3,6,0,1,1,1,0.42,0.4242,0.82,0.194,117
2012-03-26,2,1,3,7,0,1,1,1,0.44,0.4394,0.72,0.194,370
2012-03-26,2,1,3,8,0,1,1,1,0.44,0.4394,0.62,0.2239,657
2012-03-26,2,1,3,9,0,1,1,1,0.46,0.4545,0.47,0.2836,282
2012-03-26,2,1,3,10,0,1,1,1,0.5,0.4848,0.36,0.5821,153
2012-03-26,2,1,3,11,0,1,1,1,0.48,0.4697,0.31,0.5821,178
2012-03-26,2,1,3,12,0,1,1,1,0.48,0.4697,0.33,0.5224,279
2012-03-26,2,1,3,13,0,1,1,1,0.48,0.4697,0.29,0.6866,301
2012-03-26,2,1,3,14,0,1,1,1,0.48,0.4697,0.33,0.4478,217
2012-03-26,2,1,3,15,0,1,1,1,0.48,0.4697,0.29,0.6119,223
2012-03-26,2,1,3,16,0,1,1,1,0.48,0.4697,0.25,0.6418,305
2012-03-26,2,1,3,17,0,1,1,1,0.46,0.4545,0.24,0.4478,664
2012-03-26,2,1,3,18,0,1,1,1,0.44,0.4394,0.26,0.4478,684
2012-03-26,2,1,3,19,0,1,1,1,0.42,0.4242,0.24,0.3582,458
2012-03-26,2,1,3,20,0,1,1,1,0.4,0.4091,0.26,0.5224,221
2012-03-26,2,1,3,21,0,1,1,1,0.38,0.3939,0.25,0.4925,186
2012-03-26,2,1,3,22,0,1,1,1,0.36,0.3333,0.25,0.3582,93
2012-03-26,2,1,3,23,0,1,1,1,0.34,0.2879,0.25,0.5224,48
2012-03-27,2,1,3,0,0,2,1,1,0.32,0.2879,0.26,0.5224,10
2012-03-27,2,1,3,1,0,2,1,1,0.3,0.2727,0.26,0.4627,5
2012-03-27,2,1,3,2,0,2,1,1,0.26,0.2273,0.3,0.2985,7
2012-03-27,2,1,3,3,0,2,1,1,0.26,0.2273,0.3,0.3284,4
2012-03-27,2,1,3,4,0,2,1,1,0.24,0.2121,0.32,0.3582,3
2012-03-27,2,1,3,5,0,2,1,1,0.22,0.2121,0.37,0.2836,17
2012-03-27,2,1,3,6,0,2,1,1,0.22,0.2273,0.37,0.194,101
2012-03-27,2,1,3,7,0,2,1,1,0.22,0.2273,0.37,0.194,286
2012-03-27,2,1,3,8,0,2,1,1,0.22,0.2121,0.37,0.2985,581
2012-03-27,2,1,3,9,0,2,1,1,0.24,0.2273,0.38,0.194,267
2012-03-27,2,1,3,10,0,2,1,1,0.26,0.2576,0.35,0.2239,138
2012-03-27,2,1,3,11,0,2,1,1,0.3,0.303,0.31,0.1642,175
2012-03-27,2,1,3,12,0,2,1,1,0.32,0.3182,0.31,0.1642,220
2012-03-27,2,1,3,13,0,2,1,1,0.36,0.3485,0.27,0.0,211
2012-03-27,2,1,3,14,0,2,1,1,0.4,0.4091,0.24,0.1343,184
2012-03-27,2,1,3,15,0,2,1,1,0.42,0.4242,0.2,0.0,200
2012-03-27,2,1,3,16,0,2,1,1,0.42,0.4242,0.2,0.0,305
2012-03-27,2,1,3,17,0,2,1,1,0.44,0.4394,0.16,0.0,614
2012-03-27,2,1,3,18,0,2,1,1,0.42,0.4242,0.17,0.0896,644
2012-03-27,2,1,3,19,0,2,1,1,0.42,0.4242,0.17,0.0,417
2012-03-27,2,1,3,20,0,2,1,1,0.42,0.4242,0.17,0.0896,294
2012-03-27,2,1,3,21,0,2,1,1,0.36,0.3485,0.37,0.1642,221
2012-03-27,2,1,3,22,0,2,1,1,0.36,0.3485,0.37,0.1343,134
2012-03-27,2,1,3,23,0,2,1,1,0.36,0.3485,0.37,0.194,64
2012-03-28,2,1,3,0,0,3,1,1,0.36,0.3333,0.4,0.2836,30
2012-03-28,2,1,3,1,0,3,1,1,0.36,0.3333,0.46,0.2985,8
2012-03-28,2,1,3,2,0,3,1,1,0.34,0.303,0.49,0.2985,3
2012-03-28,2,1,3,3,0,3,1,1,0.34,0.303,0.42,0.3284,5
2012-03-28,2,1,3,4,0,3,1,1,0.36,0.3333,0.43,0.2985,1
2012-03-28,2,1,3,5,0,3,1,1,0.36,0.3333,0.43,0.2985,40
2012-03-28,2,1,3,6,0,3,1,1,0.36,0.3333,0.46,0.3582,115
2012-03-28,2,1,3,7,0,3,1,1,0.36,0.3333,0.46,0.3284,358
2012-03-28,2,1,3,8,0,3,1,1,0.38,0.3939,0.46,0.3582,658
2012-03-28,2,1,3,9,0,3,1,1,0.4,0.4091,0.43,0.4478,314
2012-03-28,2,1,3,10,0,3,1,1,0.46,0.4545,0.41,0.4179,173
2012-03-28,2,1,3,11,0,3,1,1,0.5,0.4848,0.42,0.3881,222
2012-03-28,2,1,3,12,0,3,1,2,0.54,0.5152,0.39,0.3582,268
2012-03-28,2,1,3,13,0,3,1,1,0.56,0.5303,0.43,0.3284,273
2012-03-28,2,1,3,14,0,3,1,1,0.62,0.6212,0.38,0.3582,221
2012-03-28,2,1,3,15,0,3,1,2,0.62,0.6212,0.41,0.2985,199
2012-03-28,2,1,3,16,0,3,1,3,0.62,0.6212,0.43,0.0896,221
2012-03-28,2,1,3,17,0,3,1,1,0.6,0.6061,0.6,0.2239,604
2012-03-28,2,1,3,18,0,3,1,1,0.6,0.6061,0.6,0.2239,641
2012-03-28,2,1,3,19,0,3,1,1,0.6,0.6212,0.56,0.194,456
2012-03-28,2,1,3,20,0,3,1,1,0.6,0.6212,0.56,0.2985,362
2012-03-28,2,1,3,21,0,3,1,1,0.58,0.5455,0.6,0.2537,261
2012-03-28,2,1,3,22,0,3,1,1,0.56,0.5303,0.64,0.1343,172
2012-03-28,2,1,3,23,0,3,1,1,0.54,0.5152,0.68,0.1343,93
2012-03-29,2,1,3,0,0,4,1,1,0.54,0.5152,0.68,0.194,48
2012-03-29,2,1,3,1,0,4,1,1,0.56,0.5303,0.6,0.1343,33
2012-03-29,2,1,3,2,0,4,1,1,0.6,0.6061,0.28,0.2985,6
2012-03-29,2,1,3,3,0,4,1,1,0.58,0.5455,0.28,0.2537,5
2012-03-29,2,1,3,4,0,4,1,1,0.52,0.5,0.36,0.2537,9
2012-03-29,2,1,3,5,0,4,1,1,0.5,0.4848,0.45,0.2239,32
2012-03-29,2,1,3,6,0,4,1,1,0.46,0.4545,0.59,0.2537,117
2012-03-29,2,1,3,7,0,4,1,1,0.46,0.4545,0.51,0.3582,367
2012-03-29,2,1,3,8,0,4,1,1,0.46,0.4545,0.47,0.4179,654
2012-03-29,2,1,3,9,0,4,1,1,0.48,0.4697,0.48,0.4179,321
2012-03-29,2,1,3,10,0,4,1,1,0.46,0.4545,0.47,0.4478,166
2012-03-29,2,1,3,11,0,4,1,1,0.5,0.4848,0.45,0.4179,220
2012-03-29,2,1,3,12,0,4,1,1,0.5,0.4848,0.42,0.4925,292
2012-03-29,2,1,3,13,0,4,1,1,0.46,0.4545,0.44,0.3284,273
2012-03-29,2,1,3,14,0,4,1,1,0.5,0.4848,0.42,0.3582,238
2012-03-29,2,1,3,15,0,4,1,1,0.52,0.5,0.39,0.3582,307
2012-03-29,2,1,3,16,0,4,1,1,0.52,0.5,0.36,0.3284,388
2012-03-29,2,1,3,17,0,4,1,1,0.52,0.5,0.38,0.3881,703
2012-03-29,2,1,3,18,0,4,1,1,0.5,0.4848,0.39,0.2985,681
2012-03-29,2,1,3,19,0,4,1,1,0.48,0.4697,0.39,0.2836,468
2012-03-29,2,1,3,20,0,4,1,1,0.46,0.4545,0.38,0.2985,335
2012-03-29,2,1,3,21,0,4,1,1,0.44,0.4394,0.44,0.2836,224
2012-03-29,2,1,3,22,0,4,1,1,0.42,0.4242,0.44,0.2836,152
2012-03-29,2,1,3,23,0,4,1,1,0.42,0.4242,0.47,0.2985,94
2012-03-30,2,1,3,0,0,5,1,1,0.4,0.4091,0.47,0.2985,59
2012-03-30,2,1,3,1,0,5,1,1,0.38,0.3939,0.5,0.2836,27
2012-03-30,2,1,3,2,0,5,1,1,0.36,0.3333,0.53,0.2985,7
2012-03-30,2,1,3,3,0,5,1,1,0.34,0.3333,0.61,0.1343,7
2012-03-30,2,1,3,4,0,5,1,1,0.34,0.3485,0.53,0.0896,2
2012-03-30,2,1,3,5,0,5,1,1,0.32,0.3333,0.61,0.0896,26
2012-03-30,2,1,3,6,0,5,1,1,0.32,0.3333,0.57,0.1343,86
2012-03-30,2,1,3,7,0,5,1,1,0.32,0.3182,0.57,0.1642,289
2012-03-30,2,1,3,8,0,5,1,1,0.32,0.3182,0.66,0.1642,593
2012-03-30,2,1,3,9,0,5,1,1,0.34,0.3333,0.57,0.1642,321
2012-03-30,2,1,3,10,0,5,1,2,0.36,0.3636,0.57,0.1045,187
2012-03-30,2,1,3,11,0,5,1,2,0.36,0.3788,0.53,0.0,201
2012-03-30,2,1,3,12,0,5,1,2,0.38,0.3939,0.54,0.0,270
2012-03-30,2,1,3,13,0,5,1,3,0.4,0.4091,0.5,0.0,242
2012-03-30,2,1,3,14,0,5,1,3,0.4,0.4091,0.54,0.0,229
2012-03-30,2,1,3,15,0,5,1,3,0.42,0.4242,0.54,0.0,280
2012-03-30,2,1,3,16,0,5,1,3,0.4,0.4091,0.62,0.2836,367
2012-03-30,2,1,3,17,0,5,1,2,0.4,0.4091,0.62,0.2239,606
2012-03-30,2,1,3,18,0,5,1,1,0.42,0.4242,0.54,0.194,560
2012-03-30,2,1,3,19,0,5,1,1,0.4,0.4091,0.62,0.2239,395
2012-03-30,2,1,3,20,0,5,1,1,0.4,0.4091,0.62,0.1642,209
2012-03-30,2,1,3,21,0,5,1,1,0.38,0.3939,0.66,0.1343,220
2012-03-30,2,1,3,22,0,5,1,1,0.36,0.3485,0.71,0.1642,153
2012-03-30,2,1,3,23,0,5,1,1,0.36,0.3788,0.71,0.0,123
2012-03-31,2,1,3,0,0,6,0,1,0.38,0.3939,0.82,0.194,92
2012-03-31,2,1,3,1,0,6,0,2,0.4,0.4091,0.76,0.194,82
2012-03-31,2,1,3,2,0,6,0,2,0.42,0.4242,0.77,0.2537,69
2012-03-31,2,1,3,3,0,6,0,1,0.4,0.4091,0.82,0.2537,31
2012-03-31,2,1,3,4,0,6,0,1,0.42,0.4242,0.77,0.4179,8
2012-03-31,2,1,3,5,0,6,0,1,0.4,0.4091,0.82,0.2239,5
2012-03-31,2,1,3,6,0,6,0,2,0.36,0.3485,0.87,0.1642,23
2012-03-31,2,1,3,7,0,6,0,2,0.36,0.3485,0.87,0.1642,44
2012-03-31,2,1,3,8,0,6,0,2,0.36,0.3485,0.87,0.194,145
2012-03-31,2,1,3,9,0,6,0,2,0.4,0.4091,0.76,0.194,223
2012-03-31,2,1,3,10,0,6,0,2,0.4,0.4091,0.76,0.1343,313
2012-03-31,2,1,3,11,0,6,0,1,0.46,0.4545,0.72,0.1343,463
2012-03-31,2,1,3,12,0,6,0,1,0.48,0.4697,0.67,0.0,621
2012-03-31,2,1,3,13,0,6,0,1,0.54,0.5152,0.6,0.1343,638
2012-03-31,2,1,3,14,0,6,0,2,0.5,0.4848,0.63,0.2537,551
2012-03-31,2,1,3,15,0,6,0,2,0.52,0.5,0.59,0.2836,605
2012-03-31,2,1,3,16,0,6,0,2,0.5,0.4848,0.63,0.2985,535
2012-03-31,2,1,3,17,0,6,0,1,0.48,0.4697,0.67,0.4179,543
2012-03-31,2,1,3,18,0,6,0,2,0.44,0.4394,0.72,0.4627,341
2012-03-31,2,1,3,19,0,6,0,1,0.42,0.4242,0.71,0.4478,284
2012-03-31,2,1,3,20,0,6,0,2,0.4,0.4091,0.71,0.3284,208
2012-03-31,2,1,3,21,0,6,0,2,0.4,0.4091,0.71,0.3284,143
2012-03-31,2,1,3,22,0,6,0,2,0.38,0.3939,0.71,0.2537,156
2012-03-31,2,1,3,23,0,6,0,2,0.36,0.3333,0.76,0.2836,112
2012-04-01,2,1,4,0,0,0,0,2,0.36,0.3333,0.76,0.2537,67
2012-04-01,2,1,4,1,0,0,0,2,0.36,0.3485,0.76,0.1642,62
2012-04-01,2,1,4,2,0,0,0,2,0.36,0.3485,0.76,0.1642,81
2012-04-01,2,1,4,3,0,0,0,2,0.34,0.3333,0.81,0.1343,25
2012-04-01,2,1,4,4,0,0,0,2,0.34,0.3485,0.81,0.0896,12
2012-04-01,2,1,4,5,0,0,0,2,0.34,0.3485,0.81,0.0896,18
2012-04-01,2,1,4,6,0,0,0,2,0.36,0.3485,0.76,0.1343,97
2012-04-01,2,1,4,7,0,0,0,2,0.36,0.3485,0.71,0.1343,84
2012-04-01,2,1,4,8,0,0,0,2,0.36,0.3636,0.76,0.0896,125
